Comment;Column2;Column3
semoga ank sd dan kls rendah jngn sampai msk sekolah dl karna kami sebagai orang tua sangat khawatir karna ygnm nya ank blm terlalu faham dengan sosial distancing sungguh sangat mengkhawatirkan ;1,84722E+16;positif
normalkan saja semua ;0;netral
suasana kelas kita gimana yah v;0;netral
sekolah ga di buka yang ada malah pembodohan massal ortu ga sepenuhnya maksimal dibandingkan cara mengajarnya guru;0;netral
klo memang blm siap dn keadaan msh kyak gini mending sekolah jgn masuk dlu az apalagi sd tk paud anak msh kecil gtu klo dh ketemu ya lgsng main bareng ;5,3125E+16;positif
sedih lihatnya ;0;netral
maap kami anak smk swasta kami mau usul masa kami harus belajar dirumah tapi sekolah masih bayar perbualan dan selama ini ortu kami gak dapet penghasilan gimana kami akan bayar semoga aja pemerintah biar bisa menemukan solusi;8,66667E+15;positif
new normal herd imunity;15;positif
yakin suruh anak sekolah vaksin belum ada loh orang dewasa aja susah jaga kesehatan apa lagi anak nanti banyak anak yang meninggal loh;1,77083E+16;positif
pemerintah bisa menjamin keamanan murid atau tidak psbb bulan belum ada rapid test menyeluruh yg positif tp ga ketauan membaur bagaimana ;0;netral
demi allah kalau anak saya harus sekolah sekarang ini saya takut mengantar ank sya sekolah bertemu berinteraksi dgn teman nya yg kita tidak tahu kalau membawa virus yg berbahaya ini adalah otg orang tanpa gejala ;-6;negatif
hallllaahhhh yg udh uzur aja susah diatur tingkh lbh dari anak apalgi anak mikiiirrr ;0;netral
ortunya aja susah psbb gmna ank engga lach mending mundur thn demi keselamatan ank ;0;netral
amin bu retno setuju sekali bu retno terima kasih untuk kpai ;0;netral
ane yakin nih ujung nya buat senjata nyerang pemerintah bodo amat lah amankan keluarga kita ;4,66667E+15;positif
jumlah korban covid terus naik meroket koq buru buru new normal nggak ngerti apa mau nya;1,43182E+15;positif
zero kasus pun juga harus didapat dr jumlah spesiment test yg cukup kalau tidak ini malah jd bahaya tersembunyi ingat awal tahun kita masih zero kasus padahal actualnya sudah banyak kasus ini karena jml sample yg sangat minim shg blm terdeteksi ;0;netral
indonesia jgn gegabah tp masyarakatnya jg bandel pemerintahnya jg labil mohon jangan mengorbankan nyawa masyarakat demi ekonomi negara apalagi ini anak� masa depan bangsa entahlah dunia fana ini ;0;netral
spp libur juga bisa gak yaa secara ayahnya anak anak suami kena phk ;0;netral
sudah lah jgn ambil resiko nyawa ank lebih berharga undur smpe september atw sampe kasus ;5;positif
google search cara memegang pulpen yang benar awkokawok;0;netral
semoga pemerintah akan meringankan spp untuk siswa siswi seluruh indonesia pas covid ;0;netral
sekolah di buka saja;0;netral
bodo amat sama beritanya mbaknya cantik ;0;netral
mahasiswa apa kabar nih bayaran ukt normal uang kuota ga ada pendapatan orang tua juga udah seret tolong lahhhhh ;15;positif
buku ips makin tebel nih _ ? _ ;0;netral
halah kurang uas doang intinya libur titikkkk abis uas kan libur lg itu dijadikan libur dgn atas nama covid aja hehe uas nya onlen aja ky bljr dirumah hehehe ;-25;negatif
jangan dululah ruang kelas perpus dan uks dipersiapkan dulu dgn jaga jarak tiap kelas hanya bisa digunakan ;25;positif
kalo bapak dan ibu nya di new normal saya gak apa apa tapi kalo anak saya di new normal kan saya mohon maaf ndak dulu ;1,43182E+15;positif
mungkin untuk paud tk sd;0;netral
lagi tinggi tingginya pdp gk mikir tenaga medis apa;0;netral
sekolah kami siaaap;0;netral
lihat kondisi covid makin bertambah lbh baik jng masuk sekolah dl ;0;netral
setuju bu sebaiknya di tunggu sampai pandemi ini ber akhir total seluruh nya karna di setiap daerah ada yang baru dampak corona nya semoga allah swt mengangkat wabah ini aamiinnn ;0;netral
kalau on line trus bisa depresi mereka banyak yang anak anak smp jadi kebanyakan tugas daripada berlajar pada umum nya;3025;positif
kaya nya guru nya takut siswa nya nyontek di gogel deh pas uas ;0;netral
sekolah masuk lagi ditengah covid byangkan an anak dan bpk ibu gru jadi di sekolah ;9,09091E+14;positif
kami belum siap ;-1;negatif
arti dari new normal saya sebetulnya sudah diam tahun difitnah fitnah saya diam dihujat saya diam tetapi hari ini di yogya saya sampaikan saya akan lawan ingat sekali lagi akan saya lawan ;1,43182E+15;positif
bagus bu orng dewasa aja mlnggar nggak bs jg jarak apalgi anak indonesa bkn zona hijo zona merah ;0;netral
waduh ucapan pemerintah sekarang skenario menurutku ucapan skenario cocok untuk rencana di drama ludruk ;0;netral
lbh baik sehat dlu lah klo pgn cpt kmbli normal sprti dlu smua warga hrs introspeksi diri sumpah q sedih bgt krn bnyk warga yg masih ngeyel;15;positif
belom siap sama sekali bgmn mw zero kasus grafik di indonesia makin naik dan naik how can ;0;netral
di biasakan pakai masker mata mu masker mahal jrit;0;netral
kasihan anak anak indonesia klo dirumah belajar dirumah terus jiwa anak anak itu bermain sambil belajar di luar atau di alam kasihan perkembangan jiwa mereka klo begini terus yaa allah yaa rabbi sampai kapan kau angkat iblis corona dari indonesia yaa rabb ;0;netral
ga bisa secara daring dlu takut kena ;0;netral
ya allah kpan berakhir smoga cepat normal ane juga bingung jualan pendapatan dri anak sekolah smenjak pandemi ekonomi kluarga sya down sedangkn kebutuhan trus berjalan ;-1,02778E+17;negatif
resikonya terlalu besar tidak sedikit siswa yg tinggal dengan orangtua lanjut atau kakek neneknya ;0;netral
sekolah saya di bawah naungan kemenag tanggal juni inshaallah sudah dipastikan masuk kembali padahal banyak siswa maupun walinya yang tidak setuju dengan agenda ini tapi pihak sekolah terus memaksa untuk sesegera mungin dimasukkan mohon pencerahannya ;0;netral
semoga kondisi semakin membaik segala hal yg terbaik utk anak didik selalu kami dukung ;0;netral
intinya ya jan revisi ambisi yg berakhir ilusi;0;netral
apakabar yang lagi skripsi tinggal satu langkah lagi lulus ketunda gara masalah ini sudahlah tiadakan saja skripsi;0;netral
saya setuju segera masuk sekolah asal ;0;netral
klo buru buru new normal tanpa pertimbangan yg ada rakyat dan siswa jd tumbal nyawa jgn untuk taruhann ;1,43182E+15;positif
jngan masuk sekolah dululah covid ya mkin tambah trus ;0;netral
protokol kesehatan boro bu toilet aja airnya mati trs jd kotor skali entah kmn ob sklhnya tlong di perrimbangkan lg utk masuk sklh di juni was tingkat dewa;-1,83333E+15;negatif
 hhhh baik baik sudah paham saya;0;netral
kalo mau tunggu kasus covid sekolah baru dibuka sebaiknya jangan ada tagihan uang sekolah yang dibebankan kepada ortu ;0;netral
jgn d liht hnya pda saat d skolhnya saja kan brgktnya juga pke angkutan yg d dlm angkutan juga rentan thp covid aplgi kl d luar skolh anak blm tntu bsa tertib mmnuhi protokol kesehatn;0;netral
negara lain yang kurvanya sudah lebih baik dari indonesia saja sekolah belum dibuka disini pun juga harusnya semua bertahap tidak langsung dengan membuka sekolah ;0;netral
semoga corona cepet pergi amin soal nya aku kangen ama sekolah guru temen waktu terakhir ketemu aku main ama bola ama temen ku bantu do a in ya;1,66667E+16;positif
setuju sama kpai sekolah jangan di buka dulu mungkin saja ada siswa yang berpotensi bawa virus jangan sampai anak kita tertular ;0;netral
intinya sekolah belum siap;0;netral
semoga pemerintah bisa lebih bijak dalam men solusi problem terkait pandemi ini;0;netral
buka aja pak kalo banyak yg mati salahin pemerintah bikin peraturan kok ga konsisten bantuang ga ada tapi pengen normal cari dong solusi yang sangat meminimalisir ;15;positif
ganti aja judulnya new normal asimilasi napi kapan kembali di buka ;1,43182E+15;positif
berharap ini cuma prank ;0;netral
untung sekolah negeri ;0;netral
bingung dah ngapain mikirin kapan sekolah dibuka sii apalagi ini yang di kota bisa online;0;netral
undurr nyawa lbh penting spp gratisss;0;netral
gw malah jd males sekolah karna kebiasan diam si rumah selama bulan gimana ni ;0;netral
klw sekolah online org tua yg keteteran klw disekolah takut ketularan virus corona mending diliburkan sementara waktu demi keselamatan anak kgk pa taun ajaran baru di undur ;-1,15909E+15;negatif
sangat riskan bila masih ada zona merah di mana anak sudah masuk sekolah semoga keselamatan kesehatan anak di pertimbangkan;0;netral
pokok intinya mohon jgn buru� dulu utk membuka sekolah ;0;netral
satu sekolah kena covid baru tahu rasa v;0;netral
sbg kaum rebahan saya keberatan kalo sekolah di bulan juni ;0;netral
saya lebih memilih sekolah ditunda dulu masuknya kesehatan anak lebih utama;0;netral
plisss jangan masuk sekolah dulu saya masih ingin rebahan ;0;netral
kalo sekolah dari jenjang tk sampe sma mah mending jangan dulu kalo kampus mah buka aja lagian kalo anak kampus kan bisa di atur;0;netral
alhamdulillah semoga sekolah tetep libur;0;netral
menurut sy gapapa jika sekolah dibuka pada pertengahan juli nanti tapi tetap harus memperhatikan protokol kesehatan dan kalu bisa jam pelajarannya dikurangin juga ;0;netral
percuma sekolah cuti mall aja dibuka serame rame nya sekolah lebih rame mall aneh;0;netral
kl bisa kasih contoh dl anak cucu pejabat yg masuk sekolah kl sebulan aman br anak rakyat ikut yg setuju like ;5;positif
yang rugi karena tidak dapat uang saku tiap hari ;0;netral
bertahap oi bertahap nanti siswa kena covid macam di korea sana baru mewek lu ckckck ga sabaran amat ;0;netral
kapan masuk kuliah bosen banget dirumah ;0;netral
w udah betah dirumah v;0;netral
tidak semuanya sekolah punya fasilitas yang memadai cobak tengok kepelosok pelosok negerimu apakah mereka selalu siap dengan protokol mu ;0;netral
nah sip cpat masuk skolah soalnya setiap kerja tugas di gadget makku kata hp teross ;0;netral
aduuuuh knp mesti dibuka sekolah nyari duit buat mkn aja susah gmn mo biaya sekolah ya allah sampe kpn musibah ini berakhir ;0;netral
rencana mw normalim ekonomi yg muda main tiktok aja;1,66667E+16;positif
tunggu kondisi normal dlu yaa baru sklh blh dibuka ;15;positif
ya kamu ngomong ibu ke mendikbud apa yg harus di persiapkan;0;netral
belajar dirumah sampai januari kedengaranya tak semudah melakukanya ;0;netral
gak siap kasus covid naik terus ;0;netral
yang harus di fasilitasi internet gratis untuk siswa indonesia kaluk tidak di fikirkan itu jugan banyak yg ketinggalan pelajaran yah selama covid belum pergi aja lah;0;netral
setuju sama ibu tunggu dulu sampai zero kasus jgn sampai anak masuk sekolah malah jd ada cluster baru ;0;netral
terserah pemerintah aja kan dia yg bertanggung jawab ;0;netral
lindungi aset negara paud tk sd jagn di buka dlu sebelom segala sesuatu nya di persiapan matang ini nyawa taruhan nya ;0;netral
psbb aja bnyak yg keluar skrng pemerintah bikin new normal heboh sndiri emng dasarr ribet;1,43182E+15;positif
menurut ku gx usah dulu tunggu aja sampe covid clear;1E+16;positif
klok smp sma smk gak ada maslh lwat online klok masi tk kecil apa hrs lwat online bjarnya;0;netral
setuju bu kpai tlg depdikbud rencanakan skema yg matang data dan pantau sekolah yg siap yg tidak semena terutama soal uang sekolah dengan libur sekolah yg panjang ;0;netral
dilematis anak di rumah terus jd korban rasa dan psikologis tiap hari diomelin orang tua dan itu membekas sampe tue ortu blm sadar dgn sering ngomelnya itu pd anak;0;netral
bingung dah ngapain mikirin kapan sekolah dibuka sii apalagi ini yang di kota bisa online;0;netral
jangan dulu deh saya was namanya anak pake masker suka gak betah gpp ditunda dl smpe keadaan normal lg;15;positif
mungkin baiknya masuk nya anak mulai tahun pelajaran baru tentunya dengan protokol kesehatan yg sdh ditentukan karena saya selaku guru kasihan dengan siswa siswi bila terlalu lama di rmh efeknya kurang baik ;0;netral
sekolah sblm pelajar masuk sklah harus disteril disemprot dulu biar tdk ada virus harus disediakan tempat sering cuci tangan pakai sabun disiapin sunitizer ;0;netral
lebih baik tertinggl pelajaran dri pada kehilngan anak;0;netral
tolonglah jangan dulu di buka karena keselamatan anak bangsa indonesia adalah generasi bangsa indonesia yg akan memimpin di negeri ini ;0;netral
new normal nihh kayaknya rezim dpt tekanan dr pengusaha biar ga kelamaan ga dpt pemasukan;15;positif
saya pribadi lebih memilih sampai kasus covid nol tuntas baru sekolah di buka karena demi keamanan anak kesehatan lebih penting dari pada ketinggalan ilmu mata pelajaran kita sehat semua ilmu mata pelajaran bisa di kejar ;0;netral
buka kapanpun anak saya tahun ini libur tahun d;0;netral
kok gue sekeluarga ga dapet sembako dari pemerintah sih prabowo aja yang kaya dapet gue gak dapet ;0;netral
kurva aja belum turun klw mau new normal bahkan sampe ke herd imunity nanti bisa bisa seperti negara italia atau usa ;1,43182E+15;positif
iya sabar luar negri bertahap ini tdi sma hongkong baru di buka bulan depan mungkin sd masuk;0;netral
ngelawak lagi pemerintah nih tapi klw mau psbb new normal mau conser dangduta yang penting kalian bahagia intinya new world order ;1,40909E+15;positif
klu guru masih di gaji dan sekolah libur rakyat bayak yg protes;0;netral
tidak setuju kalau msk dlm waktu dekat ini paling tdk semester kedua mungkin lebih aman jadi semester pertama belajar di rmh saja ;0;netral
kapan normal weyy gw capek bantuin ade gw ngerjain tugas bnykkk bett disuruh video lg etdah mana ade gw gblk ny mnta ampun ;15;positif
dulu home schooling tidak diminati sekarang ada pandemi home schooling memang opsi terbaik;0;netral
istilahnya keren kalau infeksi masih tinggi perlu dikaji yang lebih profesional ;0;netral
rakyak cilik pilih new normal;1,43182E+15;positif
bentar lagi terbit keppres gugus tugas new normal gugus tugas covid dinyatakan dibubarkan tka siap membludak indonesia seeeterrrraaahhhh;1,43182E+15;positif
kalau kaya gini lebih baik jangan dulu ribet soalnya;0;netral
sekolahan jgn di buka dulu selama covid msh ada dn blm tuntas kasihan anak� kita jika trjangkit corona ;0;netral
kampus univ juga mahasiswa yang kos juga rentan banya yg share dapur wc dan lainnya ;0;netral
semoga corona cepat berlalu dan kegiatan belajar mengajar normal krmbali aminnn like;15;positif
tutorial nulis nih wkwkwk;0;netral
kalau bisa jgn di buka dlu sekolah aplgi buat tk sm sd ini menyangkut nyawa tolong di pertimbangkan ;0;netral
bgmn cara atur bus sekolah bus antar jemput ;0;netral
jangan ambil resiko anak anak harapan bangsa ada yg bisa jamin untuk usia anak ketika di sekokah bisa sosial distancing bisa menjaga protokol kesehatan ;0;netral
smp masuk gk;0;netral
apa sebaiknya belajar dirumah aja terus sampai anak dewasa dan siap masuk kuliah biar benar aman ;0;netral
alat transportasi untuk anak bagaimana ada yg sekolah nya menfasilitasi antar jemput tp biasanya penumpang nya banyak dan g ada social distance bgitu jg anak yg naik transportasi umum;3,33333E+15;positif
semoga juli di buka amin ;0;netral
jika sekolah di buka maka guru dan para pengajar bertanggung jawab apabila murid atau mahasiswa sampai kena virus corona;0;netral
setuju dgn kpai semuanya hrs dipertimbangkan kembali kita org tua yg pada akhirnya merasa kerepotan bilamana anak kita sakit apalagi dg covid ini ;-4,38095E+15;negatif
kami sbg org tua sangat kuatir apa lgi sekolah yg minim fasilitas pencegahan covid ;0;netral
segera temukan obat nya msh ngeri;0;netral
yg sma ke atas b lehlah yg smp ke bawah jangan di masukan dulu lah;0;netral
janganlah meresikokan hidup demi gelar ataupun pendidikan toh kalau hidup sudah terganggu tidak ada gunanya semua duniawi;0;netral
betul apa yg sampaikan kpai anak susah diatur jdi masih rentan skolah di buka saat ini ;-2,16667E+16;negatif
kok libur ya bukannya tetap belajar di rumah jadi bukan liburan;0;netral
murid ahh males sekolah seandainya sekolah libur setahun atau dua tahun corona outbreak;0;netral
mending yg diizinkan sekolah smp sma smk;0;netral
lebih baik belajar online dirumah masing dulu lebih aman jangan sampe kehilangan anak bisa gila ;0;netral
jawaban kemdikbud sangat tidak memuaskan jelaskan apa yg bisa anda lakukan apa planningnya malah lempar terus ke gugus tugas ;0;netral
cara pemerintah membunuh rakyatnya percaya gua bakalan ada banyak anak yg meninggal karena korona tunggu aman dulu ngapa gak papa rugi satu tahun di banding anak anak berguguran setiap harinya;0;netral
kalau pun sekolah di buka jadi was� convid belum lagi macam� kejahatan begal rampok merajalela soalnya di daerahku jauh dari keramaian sangat rawan buat anak sekolah ;0;netral
wkwkwkw sekolah online di epep atau mobel lejend;0;netral
jgn sekolahnya dr rmh dulu aja blum aman anak amak renta penyakit;-25;negatif
harus bener di pikir dulu om klau skolah di buka kembali gw jga bingung caranya gimna supaya corona jangn sampai ke sekolah tuh buat peerrrrr pemerintah;0;netral
menurut saya sekolah memberikan sesi belajar kelas orang untuk jam pelajaran dalam sehari;0;netral
sya pun walau sekolah dbuka tetep anak sy suruh d rmh dl sampe bener zero kasus gpp ketinggalan pelajaran asal terhindar dr covid ;0;netral
edan rekor libur terlama buat anak sekolah ;0;netral
surren dah udh ga sanggup pemerintahnya;0;netral
nanti kl pasien covid jadi nambah bnyk gw yakin new normal pst dihentikan masalah nyawa manusia jgn coba pak ;1,43182E+15;positif
guru wajib tes c setiap hari mulai besok;0;netral
kok belajar dari negara lain sih lha negara lain itu belajar nya darimana penelitian sendiri kan pastinya apa gak bisa yg kita tiru itu kemandirian negara lain tersebut ini malah niru kebijakan nya ya pastinya bedalah keadaan negara itu dgn keadaan negara kita ayolah kita mandiri indonesia tidak pernah kekurangan orang cerdas kok saya yakin stok orang cerdas kita banyak layak dan sangat mampu untuk menemukan cara kita sendiri ;2,12056E+16;positif
smp sma perguruan tinggi udah bisa ngatur keselamatan mungkin itu aja dulu masuk mf saran;0;netral
aduh takut nyh tar masuk sekolah di taggih mana uang kas wkwkwk;0;netral
maaf mungkin ga ya pd home schooling atau kaya kuliah ut gitu jarak jauh gitu datang cm buat ujian uts uas dan kenaikan kelas sekedar saran ;0;netral
kalo anak paud sd mungkin lbh baik sekolah online kalo anak smp dan smu bolehlah diizinkan msk sekolah dg jlnkan protokol kesehatan ;0;netral
gw sma dimana dah belum daftar;0;netral
ganti hari murid masuk tanggal genap guru masuk tanggal ganjil wkwk;0;netral
kita sudah tk sanggup lgi beli kouta ;0;netral
mohon jangan d masuk kan dulu kami org tuwa masih was dengan kofid;0;netral
kembali sekolah th di rumah anak kompyor otak terisi oleh game tiap hari;4;positif
baca komentar yang lain woy sangat bergunaaaaa ;0;netral
plis jangan masuk dulu ;0;netral
sekolah dibuka pershift dibagi jadi pagi siang sore sy saja sekolahnya dari pagi sampai sore cara baginya gimana ;0;netral
yg tua aja disiplin susah apa bisa covid selesai;0;netral
sekolah dan kuliah jangan dlu masuk biarkan tempat lain saja secara sedikit dibuka ;0;netral
yang ada up normal mau berapa banyak yang jadi korban ;15;positif
gw sih udah feeling sekolah anak akan butuh libur lbh lama makanya anak gw gk dilanjut ke tk b ;0;netral
mungkin skolah bs dibuka kmbali utk smp smu kuliah tp bkn utk tk dan sd saya senang anak saya bs kmbali sekolah bersosialisasi dng tmn nya dan fasilitas skolahnya yg memadai wastafel dng sabun dan air yg memang slalu sedia ruangan yg bersih dan luas siswa yg tdk bnyk terbiasa mencuci tngn dan pake masker tp nmanya anak laki msh kecil psti ga bs bermain dng tmn nya tnp kontak fisik jd mening jng dulu;0;netral
sekolah libur tp masih ttep bayar skolah;0;netral
mencla mencle nih pemerintah;0;netral
 sllu ngeluh diajak kerja sam susah diatur aplgi susahny pk bngt sllu ngomong ny orng kya gini orng miskin gitu pemerintah hrsny gini gitu ga sdr dampak akn blik lg ke dri sndri pnter ngomong kerja sama nol besar;0;netral
perlu dipikirkan lagi anakku g bakal aku ijinin masuk sekolah apa gak mikirin anak� yg punya penyakit sesak ato kelenjar batuk dikit anakku g bisa nafas harus di nebule beberapa hari biar nafasnya lega kemaren ada yg live ig bahwa kematian anak sdh mencapai rb tp tdk diberitakan;1,36364E+16;positif
tunggu keadaan normal ajalah dengan keadaan sekarang lebih berharga nyawa daripada sekolah ;15;positif
sd gue ;0;netral
mnurut saya mnding skolah di buka mulai dri smp sma smk kuliah krna tingkat pendidikan itu sdah pda pham physical distanching klu dri paud tk sd jgan di buka skolahnya krna mreka bloum pda tau physical distanching;0;netral
kpai ga ngeliat gmna anak anak pas drumah padahal anak anak juga jarang bngt yg di rumah aja malah kumpul sama temen nya di jalan bahkan banyak yg kalangan menengah kebawah malah meresahkan ;2,66667E+16;positif
saya sependapat dgn bu retno teruskan bu ke pak menteri ;0;netral
gw sekolah tgl meiii sedih dengernya;-5;negatif
aq sebagai ortu masih khawatir gak efektif masuk sekolah hanya seminggu sekali atau gantian masuk mending di rumah ajahlah dlu klo belum aman ;-1,16667E+17;negatif
sekolah di liburkan sampe aminnnn ;0;netral
kalau libur ya ndak apa tapi tolong jangan bayar spp dong masa iya kami harus sedekah rb tiap bulan ;5;positif
bu retno mantap kayaknya anda yg layak jadi menterinya saya lebih nyambung dengan penjelasan anda daripada ;0;netral
new normal seleksi alam untuk masyarakat seperti lomba nanti ada kelulusannya;8,33333E+15;positif
berati klo new normal seluruh indonesia kena corona semua dong orang orang indo musnah nih;1,43182E+15;positif
untuk menghadapi nrw normal sebaiknya siswa masuk x dalam satu minggu bergantian hari putri dan hari putra dgn menerapkan protokol kesehatan;15;positif
setuju aja klo dikota belum mampu untuk membuka sekolah mungkin bisa dipikirkan apakah bisa disamakan dengan daerah terpencil atau kabupaten yang sdh zona hijau dari lama ;3E+16;positif
mall bae buka sekolah kapan ;0;netral
virus blm ada obat yakin bisa ;5;positif
tolong kepada pemerintah pikirkan lah dlu secara matang untuk mengambil suatu keputusan karna ini menyangkut nyawa anak kita lebih baik menunggu satu tahun lagi dari pada anak jadi korban tertular virus korona ;3;positif
speachless sama keputusan new normal ;1,43182E+15;positif
kalau bisa tahan aja ibu kasian anak mending tunggu bnr aman dr covid ;2;positif
mnding nunggu normal dlu dri pda tmbh bnyk dn kyk mall jngan dulu lah di buka bnr bngt hrus bwa bekal dri rumh ;1,7E+16;positif
 tatanan normal baru new normal order hmmmm apakah ini rencana ;1,45455E+16;positif
semoga segera aman kembali amiin;5;positif
ms wabah sekolah dibuka aq seorang ibu was ;0;netral
kapan positip masuk sekolah yg tau bales;0;netral
bu jangan kan sabun dan westafel di sekolah banyak sekolah di indonesia atap aja g ada jangan becanda deh ini berlaku hanya untuk high school bagi orang kaya;16;positif
pulang sekolah langsung sakit l;-7,14286E+15;negatif
perlu koodinasi instansi terkait yg mendalam karena menyangkut nyawa anak penerus generasi bangsa indonesia ;0;netral
setuju buk sebelum corona hilang anak sekolah jangan masuk dulu;25;positif
kpai sudah diam itu ada yang mengatur kementerian agama;0;netral
kalau belum hilang virus ini manusia akan seperti di penjara ;0;netral
ajak bicara igi dong gimana caranya belajar di tengah pandemi mreka sudah pengalaman sebelum ini;0;netral
saya menyarankan untuk me ngecek kesehatan seluruh rakyat indonesia supaya tau mana yg terkena virus covid mana yg tidak seperti memberikan pill kaki gajah;0;netral
tolong dong sekolah ddi kembalikan masuk seperti biasa pendidikan itu penting kalo anak belajar ddi rumah aja terus menggunakan handphone itu berbahaya;-15;negatif
new normal new normal yg bikin kebijskan itu toling diperiksa apa ssh normal pemikirannya mencla mencle ;1,46591E+16;positif
semoga sebagai jalan terbaik oh iya buat temen yg tidak bisa membeli baju lebaran dan tak bisa pulang ke kampung halaman saya ada video untuk kalian semua semoga kalian suka dan menginspirasi kalian semua jika tombl subscribe sangat berat untuk kalian tekan mungkin meluangkan waktu menonton dan tekan like sedikit meringankan semoga kalian sukaa ;0;netral
sekolah sebaiknya diperpanjang utk belajar daring;0;netral
kalau mondok gimna tktnya pas udh sekolah lg eh nambah parah wabah tpi aamit truss tktnya g bisa balik ke rmh suruh diem di pondok trussss klu makan ama kebutuhan sehari gimna ;-2;negatif
doa yg sllu mertai mudah ank bisa blajar lancar virus menjauh biar anak generasi penerus bangsa bisa berkembang;0;netral
aku gak setuju sekolah dimulai kembali ribet ;-25;negatif
mending ank saya ga sekolah ga apa klo msh dlm keadaan pndemi bgni skolh udh dbuka nyawa ank saya lbh brharga ;5;positif
smp sama smk masuk aja cuma tetap melaksanakan protokol kesehatan atau pulangnya di percepat;16;positif
ada para normal ada normal komala ada new normal tar ada lagi normal reborn;1,47273E+16;positif
new normal yang terlalu cepat adalah bukti pemerintah tidak bisa menangani virus dengan benar;1,21591E+16;positif
semangat dan berpikir positif;2,27273E+15;positif
anak jd carrier menularkan ke orang tuanya dan neneknya ajurrrrrrrr ;0;netral
singapura new normal karena trend covid menurun ini indonesia masih terus naik mau new normal mikir dong;1,43182E+15;positif
zero covid kegiatan belajar mengajar langsung bisa dimulai ini masalah pandemi kesehatan dan nyawa kalau pendidikan bisa ditempuh dengan belajar jarak jauh mengapa tidak ;0;netral
gak ada un libur panjang lulus langsung cuma sekali seumur hidup dan di tahun ini our wish is come true ;35;positif
korea aja tuh adain new normal langsung lonjakan tinggi;1,48788E+15;positif
jangan buka dulu sekolah tunggu klu sudah normal betul hilang virus corona;125;positif
aku gak mau positif covid tolong perpanjangan libur sampai keadaan normal ;1,88636E+16;positif
mau buka video tp liat canelnya kok dari metrotipu ngak jadi sayang kuota;0;netral
yahhh gausah sekolah dulu wkkw;25;positif
sekolah mulu diurusin perkuliahan ga diperhatiin ;0;netral
bener banget bu retno sy tinggal di canada anak sy kuliah diundur sampe mgkn awal thn pdhal disini masyarakatnya jauh dibawah jumlah masyarakat di indonesia jangan buru deh krn ini wabah sedunia ;1,18182E+16;positif
dn knp meskipun gak sekolah spp masih aja harus dibayar enak ya grunya gak kerja dpat gaji tiap bln;0;netral
orang kaya mah enak mikirnya cari makanan poko lah kalo orng miskin mah pokoknya makan;1E+16;positif
home schooling saja jauh lebih baik dan uang gedung dan sekolah dikurangi ;5;positif
ya jangan tarik spp lah;0;netral
tahun ini gua harus lulus woi pemerintah cepet dikit geraknya;-1875;negatif
gw lebih milih home schooling untuk keamanan anak ;0;netral
sekolah jangan dulu terlalu beresiko untuk anak anak tk dan sd;3;positif
duh jangan atuh anak sekolah dirumah aja anak kan bisa paling rentan bgt dan bisa carrier malah nanti weh lah baru sekolah lagi ;0;netral
benar buk jangan dilarikan ekonomi terhadap sekolah karena lebih mengutamakan kesehatanlah dulu ;3;positif
jangan dulu kalo mnurut gue mh contoh di prancis udah sekolah lagi eh malah banyak yg positif di sekolah ;2,00758E+16;positif
normal baru bisa diterapkan di daerah yg zero kasus covid kemudian karantina daera tsb kcuali lalulintas barang dan org dgn syarat ketat;0;netral
nanti anak atau cucu gw iri gw pernah libur setahun aowke;0;netral
lebih baik ketinggalan tahun mata pelajaran dari pada kehilangan anak menunggu sampai keadaan normal saja setuju ;0;netral
new normal dipaksa hidup normal di tengah perang atau pandemi dengan ketentuan baru yang berlaku demi mengurangi korban meninggal tapi tetap produktif entalah nanti palingan banyak yang melanggar seakan hidup sebelum pandemi corona;1,24675E+16;positif
pemerintah hrs jeli bukan cuma omong;0;netral
bilang aja klean mau libur v;0;netral
mungkin setiap kelas dibagi group a dn b group a masuk senin rabu dn jumat group b masuk selasa kamis dn sabtu tp apakah guru indonesia mampu melaksanakan standar covid waulohualam umumny cuma bs ngomobg doang ;0;netral
nih push rank nih mantap neh;0;netral
tambah semrawuttttttt keadaan capek deh;-4;negatif
bu di singapura juni besok udah mulai masuk sekolah tp mall toko tdk tahu kpan di buka;0;netral
ya allah ini belum zero kasus sudah disekolahkan ini maksudnya apa mau mengurangi jumlah penduduk di luar negeri saja yang dinyatakan sudah menurun anak dimasukkan sekolah ada kejadian anak terpapar covid yakin mau menanggung resiko kalau jumlah kematian bertambah;-1,70833E+16;negatif
new normal tapi klo sekolah nanti dulu lihat keadaan kondusif ;2;positif
saya mau ambil rapot buka dong sekolahnya buat daftar kuliah capek nganggur;-2;negatif
tenaga kesehatan nangis darah ;0;netral
masjid ama pesantren gmna woeyyy ko pda diem bae harus ny serantak tgl new normal yg provinsi mf klo salah;1,43182E+15;positif
yg boarding school gimana ;0;netral
sekolah januari gpp tapi tolong d cek mah bnyk sekolah swasta memungut spp full dr murid pdhl anak didiknya tidak memakai fasilitas sekolah gmn tuh bukan mslh kuota buat pembelajaran dr rumah tp tugas guru yg mendidik anak kan sejak covid maaf lbh mirip kyk anak les dr rumah cm d ksh tugas dan d nilai aja ;35;positif
 hari tanpa penambahan aman ;5;positif
tk sd smp jangan dulu sma dan pt bisa d sosialisasikan ;65;positif
