Comment,POS,NET,NEG
smp sma perguruan tinggi udah bisa ngatur keselamatan mungkin itu aja dulu masuk mf saran,0,1,0
aduh takut nyh tar masuk sekolah di taggih mana uang kas wkwkwk,0,0,1
maaf mungkin ga ya pd home schooling atau kaya kuliah ut gitu jarak jauh gitu datang cm buat ujian uts uas dan kenaikan kelas sekedar saran ,1,0,0
kalo anak paud sd mungkin lbh baik sekolah online kalo anak smp dan smu bolehlah diizinkan msk sekolah dg jlnkan protokol kesehatan ,1,0,0
gw sma dimana dah belum daftar,0,1,0
ganti hari murid masuk tanggal genap guru masuk tanggal ganjil wkwk,0,1,0
kita sudah tk sanggup lgi beli kouta ,0,1,0
mohon jangan d masuk kan dulu kami org tuwa masih was dengan kofid,0,1,0
kembali sekolah th di rumah anak kompyor otak terisi oleh game tiap hari,0,0,1
baca komentar yang lain woy sangat bergunaaaaa ,1,0,0
plis jangan masuk dulu ,0,1,0
sekolah dibuka pershift dibagi jadi pagi siang sore sy saja sekolahnya dari pagi sampai sore cara baginya gimana ,0,1,0
yg tua aja disiplin susah apa bisa covid selesai,0,1,0
sekolah dan kuliah jangan dlu masuk biarkan tempat lain saja secara sedikit dibuka ,0,0,1
yang ada up normal mau berapa banyak yang jadi korban ,0,0,1
gw sih udah feeling sekolah anak akan butuh libur lbh lama makanya anak gw gk dilanjut ke tk b ,0,1,0
mungkin skolah bs dibuka kmbali utk smp smu kuliah tp bkn utk tk dan sd saya senang anak saya bs kmbali sekolah bersosialisasi dng tmn nya dan fasilitas skolahnya yg memadai wastafel dng sabun dan air yg memang slalu sedia ruangan yg bersih dan luas siswa yg tdk bnyk terbiasa mencuci tngn dan pake masker tp nmanya anak laki msh kecil psti ga bs bermain dng tmn nya tnp kontak fisik jd mening jng dulu,1,0,0
sekolah libur tp masih ttep bayar skolah,0,1,0
mencla mencle nih pemerintah,0,1,0
 sllu ngeluh diajak kerja sam susah diatur aplgi susahny pk bngt sllu ngomong ny orng kya gini orng miskin gitu pemerintah hrsny gini gitu ga sdr dampak akn blik lg ke dri sndri pnter ngomong kerja sama nol besar,0,0,1
perlu dipikirkan lagi anakku g bakal aku ijinin masuk sekolah apa gak mikirin anak² yg punya penyakit sesak ato kelenjar batuk dikit anakku g bisa nafas harus di nebule beberapa hari biar nafasnya lega kemaren ada yg live ig bahwa kematian anak sdh mencapai rb tp tdk diberitakan,1,0,0
tunggu keadaan normal ajalah dengan keadaan sekarang lebih berharga nyawa daripada sekolah ,1,0,0
sd gue ,0,0,1
mnurut saya mnding skolah di buka mulai dri smp sma smk kuliah krna tingkat pendidikan itu sdah pda pham physical distanching klu dri paud tk sd jgan di buka skolahnya krna mreka bloum pda tau physical distanching,0,0,1
kpai ga ngeliat gmna anak anak pas drumah padahal anak anak juga jarang bngt yg di rumah aja malah kumpul sama temen nya di jalan bahkan banyak yg kalangan menengah kebawah malah meresahkan ,0,0,1
saya sependapat dgn bu retno teruskan bu ke pak menteri ,0,1,0
gw sekolah tgl meiii sedih dengernya,0,1,0
aq sebagai ortu masih khawatir gak efektif masuk sekolah hanya seminggu sekali atau gantian masuk mending di rumah ajahlah dlu klo belum aman ,1,0,0
sekolah di liburkan sampe aminnnn ,0,1,0
kalau libur ya ndak apa tapi tolong jangan bayar spp dong masa iya kami harus sedekah rb tiap bulan ,0,1,0
bu retno mantap kayaknya anda yg layak jadi menterinya saya lebih nyambung dengan penjelasan anda daripada ,1,0,0
new normal seleksi alam untuk masyarakat seperti lomba nanti ada kelulusannya,0,1,0
berati klo new normal seluruh indonesia kena corona semua dong orang orang indo musnah nih,0,1,0
untuk menghadapi nrw normal sebaiknya siswa masuk x dalam satu minggu bergantian hari putri dan hari putra dgn menerapkan protokol kesehatan,0,1,0
setuju aja klo dikota belum mampu untuk membuka sekolah mungkin bisa dipikirkan apakah bisa disamakan dengan daerah terpencil atau kabupaten yang sdh zona hijau dari lama ,1,0,0
mall bae buka sekolah kapan ,0,1,0
virus blm ada obat yakin bisa ,0,1,0
tolong kepada pemerintah pikirkan lah dlu secara matang untuk mengambil suatu keputusan karna ini menyangkut nyawa anak kita lebih baik menunggu satu tahun lagi dari pada anak jadi korban tertular virus korona ,0,0,1
speachless sama keputusan new normal ,0,0,1
kalau bisa tahan aja ibu kasian anak mending tunggu bnr aman dr covid ,1,0,0
mnding nunggu normal dlu dri pda tmbh bnyk dn kyk mall jngan dulu lah di buka bnr bngt hrus bwa bekal dri rumh ,1,0,0
 tatanan normal baru new normal order hmmmm apakah ini rencana ,0,1,0
semoga segera aman kembali amiin,1,0,0
ms wabah sekolah dibuka aq seorang ibu was ,0,1,0
kapan positip masuk sekolah yg tau bales,0,1,0
bu jangan kan sabun dan westafel di sekolah banyak sekolah di indonesia atap aja g ada jangan becanda deh ini berlaku hanya untuk high school bagi orang kaya,0,1,0
pulang sekolah langsung sakit l,0,1,0
perlu koodinasi instansi terkait yg mendalam karena menyangkut nyawa anak penerus generasi bangsa indonesia ,0,1,0
setuju buk sebelum corona hilang anak sekolah jangan masuk dulu,0,1,0
kpai sudah diam itu ada yang mengatur kementerian agama,0,1,0
kalau belum hilang virus ini manusia akan seperti di penjara ,0,0,1
ajak bicara igi dong gimana caranya belajar di tengah pandemi mreka sudah pengalaman sebelum ini,0,0,1
saya menyarankan untuk me ngecek kesehatan seluruh rakyat indonesia supaya tau mana yg terkena virus covid mana yg tidak seperti memberikan pill kaki gajah,0,0,1
tolong dong sekolah ddi kembalikan masuk seperti biasa pendidikan itu penting kalo anak belajar ddi rumah aja terus menggunakan handphone itu berbahaya,0,1,0
new normal new normal yg bikin kebijskan itu toling diperiksa apa ssh normal pemikirannya mencla mencle ,0,0,1
semoga sebagai jalan terbaik oh iya buat temen yg tidak bisa membeli baju lebaran dan tak bisa pulang ke kampung halaman saya ada video untuk kalian semua semoga kalian suka dan menginspirasi kalian semua jika tombl subscribe sangat berat untuk kalian tekan mungkin meluangkan waktu menonton dan tekan like sedikit meringankan semoga kalian sukaa ,1,0,0
sekolah sebaiknya diperpanjang utk belajar daring,1,0,0
kalau mondok gimna tktnya pas udh sekolah lg eh nambah parah wabah tpi aamit truss tktnya g bisa balik ke rmh suruh diem di pondok trussss klu makan ama kebutuhan sehari gimna ,0,1,0
doa yg sllu mertai mudah ank bisa blajar lancar virus menjauh biar anak generasi penerus bangsa bisa berkembang,1,0,0
aku gak setuju sekolah dimulai kembali ribet ,1,0,0
mending ank saya ga sekolah ga apa klo msh dlm keadaan pndemi bgni skolh udh dbuka nyawa ank saya lbh brharga ,0,1,0
smp sama smk masuk aja cuma tetap melaksanakan protokol kesehatan atau pulangnya di percepat,0,1,0
ada para normal ada normal komala ada new normal tar ada lagi normal reborn,0,0,1
new normal yang terlalu cepat adalah bukti pemerintah tidak bisa menangani virus dengan benar,1,0,0
semangat dan berpikir positif,0,1,0
anak jd carrier menularkan ke orang tuanya dan neneknya ajurrrrrrrr ,0,1,0
singapura new normal karena trend covid menurun ini indonesia masih terus naik mau new normal mikir dong,0,0,1
zero covid kegiatan belajar mengajar langsung bisa dimulai ini masalah pandemi kesehatan dan nyawa kalau pendidikan bisa ditempuh dengan belajar jarak jauh mengapa tidak ,1,0,0
gak ada un libur panjang lulus langsung cuma sekali seumur hidup dan di tahun ini our wish is come true ,0,1,0
korea aja tuh adain new normal langsung lonjakan tinggi,0,0,1
jangan buka dulu sekolah tunggu klu sudah normal betul hilang virus corona,0,0,1
aku gak mau positif covid tolong perpanjangan libur sampai keadaan normal ,0,1,0
mau buka video tp liat canelnya kok dari metrotipu ngak jadi sayang kuota,0,0,1
yahhh gausah sekolah dulu wkkw,0,1,0
sekolah mulu diurusin perkuliahan ga diperhatiin ,0,0,1
bener banget bu retno sy tinggal di canada anak sy kuliah diundur sampe mgkn awal thn pdhal disini masyarakatnya jauh dibawah jumlah masyarakat di indonesia jangan buru deh krn ini wabah sedunia ,1,0,0
dn knp meskipun gak sekolah spp masih aja harus dibayar enak ya grunya gak kerja dpat gaji tiap bln,0,1,0
orang kaya mah enak mikirnya cari makanan poko lah kalo orng miskin mah pokoknya makan,0,1,0
home schooling saja jauh lebih baik dan uang gedung dan sekolah dikurangi ,0,1,0
ya jangan tarik spp lah,0,0,1
tahun ini gua harus lulus woi pemerintah cepet dikit geraknya,1,0,0
gw lebih milih home schooling untuk keamanan anak ,0,1,0
sekolah jangan dulu terlalu beresiko untuk anak anak tk dan sd,0,1,0
duh jangan atuh anak sekolah dirumah aja anak kan bisa paling rentan bgt dan bisa carrier malah nanti weh lah baru sekolah lagi ,1,0,0
benar buk jangan dilarikan ekonomi terhadap sekolah karena lebih mengutamakan kesehatanlah dulu ,0,1,0
jangan dulu kalo mnurut gue mh contoh di prancis udah sekolah lagi eh malah banyak yg positif di sekolah ,0,0,1
normal baru bisa diterapkan di daerah yg zero kasus covid kemudian karantina daera tsb kcuali lalulintas barang dan org dgn syarat ketat,1,0,0
nanti anak atau cucu gw iri gw pernah libur setahun aowke,0,1,0
lebih baik ketinggalan tahun mata pelajaran dari pada kehilangan anak menunggu sampai keadaan normal saja setuju ,0,0,1
new normal dipaksa hidup normal di tengah perang atau pandemi dengan ketentuan baru yang berlaku demi mengurangi korban meninggal tapi tetap produktif entalah nanti palingan banyak yang melanggar seakan hidup sebelum pandemi corona,1,0,0
pemerintah hrs jeli bukan cuma omong,0,0,1
bilang aja klean mau libur v,0,1,0
mungkin setiap kelas dibagi group a dn b group a masuk senin rabu dn jumat group b masuk selasa kamis dn sabtu tp apakah guru indonesia mampu melaksanakan standar covid waulohualam umumny cuma bs ngomobg doang ,1,0,0
nih push rank nih mantap neh,0,1,0
tambah semrawuttttttt keadaan capek deh,0,0,1
bu di singapura juni besok udah mulai masuk sekolah tp mall toko tdk tahu kpan di buka,0,0,1
ya allah ini belum zero kasus sudah disekolahkan ini maksudnya apa mau mengurangi jumlah penduduk di luar negeri saja yang dinyatakan sudah menurun anak dimasukkan sekolah ada kejadian anak terpapar covid yakin mau menanggung resiko kalau jumlah kematian bertambah,0,0,1
new normal tapi klo sekolah nanti dulu lihat keadaan kondusif ,0,1,0
saya mau ambil rapot buka dong sekolahnya buat daftar kuliah capek nganggur,0,0,1
tenaga kesehatan nangis darah ,0,1,0
masjid ama pesantren gmna woeyyy ko pda diem bae harus ny serantak tgl new normal yg provinsi mf klo salah,1,0,0
yg boarding school gimana ,0,1,0
sekolah januari gpp tapi tolong d cek mah bnyk sekolah swasta memungut spp full dr murid pdhl anak didiknya tidak memakai fasilitas sekolah gmn tuh bukan mslh kuota buat pembelajaran dr rumah tp tugas guru yg mendidik anak kan sejak covid maaf lbh mirip kyk anak les dr rumah cm d ksh tugas dan d nilai aja ,1,0,0
 hari tanpa penambahan aman ,1,0,0
tk sd smp jangan dulu sma dan pt bisa d sosialisasikan ,0,1,0
hari ini aj gw inisiatif mau belajar lewat buku eh taunya nulis menjot kanan menjot kiri geter ,0,1,0
lebih baik ga sekolah dulu nunggu keadaan aman saya lebih baik ketinggalan pelajaran dari pada membahayakan nyawa ,1,0,0
udah nggak usah ada sekolah lagi mau jadi apa presiden udah ada dokter ada menteri ada,0,1,0
yang sulit dilaksanakan adalah jaga jarak aman pada setiap kumpulan anak sekolah,1,0,0
saya setuju dengan kpai bidang pendidikan ,1,0,0
sabar jgn memaksakan diri lihat sikon dulu dari pada virus menyebar cari selamat dulu ,0,1,0
ambil contoh dari malasyia sekolah dimalasyia je tahun depan baru masuk sekolah karna corona,0,1,0
gk da rugix klo ank gk skolah ni penyakit org dwsa ja gk mnhanx apa lg klo trtular pda ank ,0,0,1
ya allah bagaimana ini bikin kwartir sy dgn anak dan keponakan sy semoga keluarga sy selalu dlm lindunganmu ya allah aamiin,0,1,0
jakarta aj ditutup sekolah sarang penyakit ko ,0,1,0
new normal diberlakukan apabila sudah tidak ada penambahan kasus baru covid lah ini penambahan kasus baru masih sangat tinggi kok sudah new normal ,1,0,0
apa kabar dengan yang tinggal di desa kalau daring trus ,1,0,0
kalau pemerintah siap siswanya pun juga harus siap untuk disiplin jangan meremehkan aturan ntar malah masih ada yang berkerumun ga pake masker dan lain sebagainya ,1,0,0
wahai pemerintah luluskan lah semua anak murid kumohon pliessss,0,1,0
kalo juli aj blm bisa masuk lah ini anak saya juni tgl udah disruh masuk sklh gmn tuh,0,1,0
si ibu ngatur melulu hahaha,0,1,0
tidak perlu begini begitu tutup sekolah tahun beres ,0,1,0
tunggu normal dl aja lah tol pliss gak mungki klo anak bs sosial distensi gk mungkin jgn masuk sekolah dl ,1,0,0
siap hukum rimba nunggu bantuan gk dteng mending new normal matek lak zow seng lemah,0,0,1
tinggu dulu aja lah kalaw sekolah blajar dulu di rumah jangan buru buru,0,1,0
kenapa tidak daring saja jaman sudah modern what a moron ,0,0,1
tanggal berapa masuk sekolah ,0,1,0
bener itu narasumbernya bu belum zero kasus kok sudah new normal,0,0,1
kasihan ank yg mau sekolah jadi bingung orang tua nya jga bingun dah lebih enk sekolah dri pada bljar pke hp,0,1,0
kan udah dibilangin sama mendikbud akan koordinasi dengan gugus tugas covid gitu masa kpai harus menyimak dengan baik diknas juga belum mengeluarkan kapan waktunya ,1,0,0
apakah new normal dan hard imunity itu sma ,0,1,0
anak sd jangan dulu ga mungkin bisa disiplin smp sma kuliah itu aja yg bisa disiplin ,0,1,0
tolong jgn buka sekolah dulu masih blm aman gile lu ndro ,0,1,0
mba lilis pinter ,0,1,0
indo mah kebanyakan orang pinter sampe ke netizen nya juga hihiiii,0,1,0
nah kan enak metro jd sering kritik pemerintah ga kaya dulu,0,1,0
lebih baik di tunda tahun dari pada bergantung pada hal yg belum pasti adanya ,0,1,0
gak usah sekolah sekolah an ,0,1,0
udh liburin dulu anjir astaga di amerika aja libur sekolah sampe tahun depan anjir,0,1,0
gak usah sekolah juga dah pinter apa bisa dilihat dari hp ,0,1,0
nyawa lebih berharga karna gk bisa di beli atau di tuker dgn apapun gk ada ora tua yg mau kehilangan anaknya ,0,1,0
ilmu gak hanya di sekolah kok masih banyak ilmu selain di sekolahh ,0,1,0
jangan pikir sekolah duluh pikir gimanah mau atasih covid dululah ,0,1,0
waduh kalo sekolah di buka bisa bahaya buat anak lebih baik kehilangan masa belajar tahun dari pada kehilangan nyawa anak setiap hari ,0,1,0
solusi saya adalah kampus ditutup hingga tahun depan karna kuliah online jg prcuma dan kuliah tatap muka jg gak mungkin semoga didengar dan jgn bayar ukt dulu,0,1,0
saya punya anak sd saya kira terlalu cepat membuka sekolah kembali jujur saya tidak setuju harus nya pemerintah meninjau ini lagi lebih matang,1,0,0
klo nurut saya utk sekolah jangn di aktifkn dulu biar secara daring yg new normal ekonomi aj dulu,1,0,0
lebih baik menuggu virus hilang dulu dari pada kehilangan nyawa,0,1,0
pas istirahat dilarang keluar kelas tapi ya gimana lagi namanya anak ya pasti bosen ,1,0,0
kalau maksa sekolah masuk dengan wabah masih begini lebih baik anak saya keluar sekolah ,0,1,0
vietnam mah bebas wkwkwk,0,1,0
duh udh pw di rmh,0,1,0
utamakan kesehatan dan keselamatan keluarga anda ,0,1,0
tetap dibuka dengan protokol kesehatan tidak semua anak bisa belajar sendiri,0,1,0
setuju sih bu ini resiko tinggi klo bner diterapkan,1,0,0
gini aja jika masuk sekolah dan ada yg positif orang aja juga sekolah nya langsung libur lagi karena takut pada akhirnya sekolahan itu sendiri yg meliburkan nya ,0,1,0
tunggu normal dulu nyawa jangan di pake main main ,0,0,1
seperti tak beriman takut sama covid takutlah pd alloh klw sekolah dibuka thn kaya kerbau dungu pendidikan hancur itu terserah pd daerahnya,0,1,0
bu retno tdk mngkin dong menunggu zero kasus semestinya tdk dipukul rata kl yg sma sma itu bs dibuka krna sudah tau aturan kl yg tk itu diliburkan sd bertahap ,0,0,1
coba ditunda dulu untuk masuk sekolahnya namanya anak sekolah dia ngk tahu bahaya virus yang penting main apa lagi saya punya anak kecil masih sd,0,0,1
mending libur dulu sampai tahun daripada pengen cepat ²sekolah kan pasien corona makin bertambah negara lain aja belum buka sekolah bukan hanya di indonesia saja yg belum buka sekolah negara lain juga jadi kita harus menghadapi ujian ini ,1,0,0
lebih baik tinggal kelas dari pada membahayakan anak tunggu thn depan kok selalu dipaksakan ,1,0,0
membuka sekolah ditengah pandemi corona virus sama saja menggiring anak anak kedalam liang kubur ,0,1,0
masih parah wowww new normal macam mana yg ada corona makkin meluas tpi ya gmn masyarakat bawah jg butuh biaya hidup,0,0,1
trend masih naik masih riskan buat sekolah dibuka,0,1,0
anak nya strees bu aman lah g da pp lah yg penting waspada dan hati ,0,1,0
tdk lbih baik menunggu hingga covid benar benar hilang,0,1,0
mhn maaf klu memang anak bnyk yg terserang virus corona mhn klu bs u dipertimbangkan kembali u dibukanya sekolah ini demi generasi bangsa indonesia,0,0,1
lucu new normal itu kalo kasus covid sudah supaya mencegah penularan baru maka di terapkan new normal kalo wabah belum beres namanya belum normal,1,0,0
siapa nama presenter ini mirip istriku ,0,0,1
sungguh gila pemerintah apa mahu bunuh terus warganya,0,0,1
orang dewasa aja susah disuruh jaga jarak apalagi anak mending jangan masuk dulu sekolah,0,0,1
saya tidak setuju bila masuk sekolah ditengah wabah seperti ini anak sd belum bs mengikuti sosial distancing klo pun aturannya harus sekolah saya lebih baik menunda sekolah anak saya drpd saya was dirumah aneh banget waktu cofid blum byk disuruh homelearning lah ini cofid meningkat malah mau msuk skolah sebaikny sekolah jgn dibuka dulu ,1,0,0
bagus bu saya jadi merinding denger nya jngn dulu seklh masih takut,0,0,1
ya wes ga usah masuk sekolah tinggal kelas aja th,1,0,0
gw sebagai anak kelas smp dan sedang nunggu hasil merasa dirugikan kalo terus belajar dirumah karna kurang masuk ke otak pelajarannya gw kira walaupun un nya diapus tugasnya bakalan wajar tapi ternyata wahhhhhh tugasnya bejibun lg nihhhh kalo ada kuota internet gratis setiap mau bljr mahh gapapa dompet gw tipis woyyyy gada duit kasian ortu gw mana pas lebaran thr dikit doang hdhhhhh,0,0,1
anak ku uda dekat bln langsung tak keluar rumah n anak org lain libur sekolah pada main semua apakah aku sebagai orangtua sangat tdk setuju klu masuk sekolah dl apa lg suami jauh aku sendiri mengurus anak ku paud sd org n smp risau aku ,1,0,0
percepat buka sekolah seperti biasa lagi pake aja aturan pake masker cuci tangan dan jaga jarak,0,1,0
sekolah ditutup berbulan bulan tak bisa nanti terjadi kemunduran dlm pendidikan mudah mudah cepat dibuka lagi agar normal ,1,0,0
bagaimanapun kalau sekolah lembaga pendidikan masuk itu memang belum kondusif mau masuk tapi giliran sekelaskan bertemu juga lebih dari orang enggak tau ada yg carrier covid yg lain pasti kena sediakan cuci tangan handsanitizer lah kalau virusnya ada di barang gimana dibaju ditas dicelana di pulpen dll harus dicuci dulukah sebelum masuk kelas ,1,0,0
usul saja sy klo bisa semester ini diwaktu ada covid diperpanjang artinya klo normalnya smtr bulan mk ketika covid diperpanjang min th atau lebih disini ruginya hanya umur yg tambah sambil lihat perkembangan covid berikutnya ,0,1,0
halah sudah pintar semua anak indonesia jadi gak perlu sekolah semua mengaji saja malah dapat pahala dari pada baca tulisan mending baca alquran lebih bagus,0,1,0
mulai besok gutu isolasi diri tes rapid sblm masuk,0,1,0
mendingan tunggu kasus dulu jangan sampai anak dijadikan uji coba ,0,0,1
liburin aja sampe akhir tahun tapi uang spp diliburin juga,0,1,0
untuk sd negeri tukang jualan jgn ada krn blm tentu sehat,0,1,0
mikirin sekolah tu orang tuanya juga sudah ga kerja bulan uang tabungan habis untuk makan plus beli baju jangan bilang kapan sekolah dibuka tapi tanya orang tua bisa bayar uang sekolah tidak ,0,1,0
siap nanti kalau ketemu guru malu kayak gak kenal karena udah lama gak sekolah,0,0,1
mending jagn dulu lah di kondisi dini masih bahaya,0,1,0
gak usah dipaksakan utk segera masuk sekolah secepatnya liat januari aja dulu,0,1,0
lindungi generasi berikutnya itu prioritas kita semua anak harus selamat,1,0,0
sebelum sekolahnya di buka gurunya dicek sehat apa tidak lalu latih gurunya untuk siap melaksanakan pembelajaran di era baru pembelajaran dengan didampingi teknologi,0,0,1
di malaysia juga saking ketatya anak kuliah pun di liburkan smpe dgn bln apalgi skolh yg sekolh lainya blm ada kbr sma skali ,0,0,1
kalau mau sosial distance harus kompak jangan ada yg di buka semua tokoh mall mall juga semua harus di tutup baru itu namanya sosial distance,0,0,1
jgn mengambil keputusan terburu krn resiko nya kematian berakibat sangat fatal lbh baik sdh benar aman baru anak sekolah lg saya lbh setuju sekolah on line krn lbh aman,1,0,0
klo smpe gini sm aja jokowi menaruhkan nyawa rkyat dong sy bukan hater jstru sy nganut sm beliau tp ini kacau untuk ini ngr lain aja blm siap gaay an indo,0,0,1
walaupun pemerintah ngeyel kalo sekolah dibuka kembali tetapi saya tetap kukuh gk akan mengizinkan adik saya masuk sekolah sampai benar ada senjata yg memang benar nyata bisa melawan pandemi ini,0,0,1
kata gw sih aneh kalau dibuka keadaan corona gini di tempat kuliah gw kalau ke kantin itu tuh rame udah kayak zombie apocaplys nah kalau di buka tuh mao antri ampe taun jebot kalau misalnya perjam berapa lama orang selesai istirahat aja masih banyak orang udah pernah di jadualin tetep aja banyak ,0,0,1
tulisan sayah udah jelek ehhh di tambah lebih jelek ,0,0,1
ga yakin saya dng sekolahan karna sekolah sd negri ajah isinya an anak nah scara social distancing aja meteran ,0,1,0
mendikbud menyampaikan siap dengan segala skenario berarti sudah dipikirkan ibu nara sumber kpai dan selalu align dengan gusgas bukan ahli ekonomi lho bu mhn maaf pertanyaannya apa jawabannya apa ,0,0,1
jangan dibuka dulu tugas tvri gw belum kelar banyak bat ,0,0,1
mending keluar nggak usah sekolah capek sekolah trus mending kerja ,0,0,1
panjanganngin aja bu liburnya pr saya blum dikerjakan smua,0,1,0
buat apa jadi menteri lu,0,1,0
saya gak suka sekolahnya tapi yang ada di dalam sekolahnya ada berbagai tingkah laku berbagai manusia,0,1,0
kami tidak mau sekolah udah nyiksa otak sama nyiksa tubuh lagi klo kena corona,0,1,0
kasih jatah kuota aja lah ya mumpung wifi lagi lemod,0,0,1
alhamdulilah sekolah di buka kembali kl di daerah pedalaman ga ada kasus virus berarti boleh new normal ya makasih,0,0,1
setuju kita sebagai orang tua serentak harus kasus dulu sbb sebelum dibuka banyak sekali tahapan yg harus dicermati ,1,0,0
bukan sekolah online tapi pr online cokkk,1,0,0
sekolah libur dulu sbb sekolah formal klo di ikuti thn lama banget sekolahnya libur setahun gpp,0,1,0
nanti saja tunggu waktu yg tepat jika di buka maka nanti hrs tetap mematuhi anjuran pemerintah pakaimasker cucitangan dll agar anak dan guru ttp sehat ,0,1,0
jangan terlalu gegabah membuka sekolah persen ank aktif dan sangat aktif dan susah di atur,1,0,0
semangat pak nadim dalam menjalankan tugasnya,0,1,0
balikin aja tuh duit un kami kan un ga jadi masa tetep bayar un ,0,1,0
kalo kondisi belum stabil jgn dulu di buka bahaya buat mereka kasian guru harus dicek kesehatan nya jg seblm mengajar,0,1,0
hei new normal buka semuaaaaa boleh aja tapi please persekolahan kampus janganlah dulu kami punya anak yg kuliah diluar kota belum siap saya melepaskan anak kuliah apalagi pulau jawa ,1,0,0
klo ksh kebijakan itu sesuaikan dgn kondisi di lapangan jgn cm dgr masukkan dari sepihak jgn punya maksud tersembunyi pikirkan baik murni demi kebaikan rakyat,0,1,0
 tahun pendidikan d indo noooool,0,1,0
pertaruhannya generasi bangsa ,0,1,0
saran saya sekolah di buka pada tahun saja v,0,1,0
pingin masuk sekolah corona plisss cepat hilangg ,1,0,0
pemikiran kpai sangat bagus tolong pemerintah di perhatikan pemikiran kpai karena banyak anak yang terkena covid ,0,1,0
lebih baik buka masjid drpd buka sekolah,0,1,0
mending sekolah libur sampe selesai corona dan kalo bisa ga uasah bayar dulu selama libur,0,1,0
nanti di sekolah ruangan kelas nya di sekat ,0,1,0
lebih baik belajar di rumah dari pada sekolah lalu ketularan dan mengakibatkan banyak kematian lebih baik di liburkan saja itu lebih baik,0,1,0
bisnis kesehatan kan menyatu keseluruh aspek kehidupan,0,0,1
di rumah aja,0,1,0
terlalu riskan ini anak lho jangan main main ,0,1,0
narkoba contoh dibasmi agar para penerus bangsa tidak hancur karena kecanduan narkoba masa hancurnya malah sama virus,0,1,0
sekolah itu harus menyenang kan apalgi untuk sd dn tk untuk jaga jarak dn lain nya itu sangat sulit untuk mereka ,1,0,0
kalau begini mending hapus saja pendidikan di indonesia,0,0,1
waduh bahaya buat anak ,0,1,0
yang kesulitan sistem shift itu sekolah yang punya ruangan sedikit sama guru yang terbatas,0,1,0
yg takut ga punya allah kalo punya allah yg jaga ga takut berlindung pada allah kalau pun di dalam rmh kalo mau kena ya kena yg di dalam rmh pu masi kena,0,1,0
lebih baik semua tanpa kecuali anak paud tk sd smp smk tidak bersekolah dahulu krna akan sangat rentan pada saat mereka diluar pengawasan orang tua disaat seperti ini bisa jadi mereka akan ngobrol ramai berkumpul atau nongkrong pegang ini itu tanpa cuci tangan dan jajan sembarangan tanpa tau kebersihannya lebih baik mencegah daripada mengobati lindungi anak indonesia dan juga orang yg disekelilingnya ,0,1,0
skenario apapun sekolah dimasa covid jangan dilakukan sampai covid benar benar sudah tidak ada ,0,0,1
bawa bekal dari rumah jngn jajan ,0,1,0
new normal blm bs tuk anak sd tgkah lakunya superrrr ,0,0,1
intinya kalau virus ini mau hilang kudu dari diri sendiri turuti aturan pemerintah dan pemerintah itu bukan tuhan yang sempurna yang bisa menuruti semua kemauan semua org,1,0,0
emang sekarang ini anak yg di rumah pd diem di rumah semua ya malah byk ortu yg cenderung cuek anaknya keluyuran main di luar bukannya urun rembug cari solusi malah pd seneng diskusi di kita mah pdhl mereka semua bagian dari pemerintah seharusnya kalo presiden udh ada wacana sekolah mau dibuka lg anak buahnya buru siapin protokol dan prosedur utk mendukung kebijakan pemerintah klo emg yg blm siap sekolahnya ya minta dispensasi utk penundaan,1,0,0
kasus masih nambah terus mau new normal ,0,0,1
jangan cuma siswa dong mahasiswa juga udah bosen kuliah online tolong perhatikan kami juga,0,1,0
jangan dulu lah kalau sekolah soalnya di korea sama wuhan aja yg katanya udah selesai pandeminya diliburkan lagi karena siswa tiba demam apalagi dgn indonesia ,1,0,0
udahlah dibuka anak udah bosan dg pandemi yg gak jelas kapan berakhirnya ,0,0,1
kelamaan libur belajar dirumah anak sekolah nggak dapet duit jajan,1,0,0
gua rindu sekolah tapi sayangnya banyak orang di indonesia bebal dan g taat aturan ,0,1,0
masih lama ,0,1,0
sekolah dibuka kalo sesuai sift mungkin bisa menghindari korona tapi ingat ini adalah indonesia gk mungkin siswa bisa senurut itu bisa aja waktu nunggu klsnya mulai mereka nongkrong dulu di suatu tempat,1,0,0
udah di indo itu jorok apalgih di sekolah itu sarangnya bangt gtuhloh,0,1,0
klo toh mulai masuk atur siswa tiap kelas nya klas siswa di buat siswa selang hari ,0,0,1
udah jakarta aj yg ga boleh sekolah sarang penyakit di jakarta tutup aj jakarta kalo di daerah sih aman aj jakarta itu sarang koroma di bawa ke daerah pindah aj ibukotanya ke sebrang ,1,0,0
minta bantuan kpai anak saya sdh lulus sd di mdo mau lanjutkan ke bogor dan sdh dpt surat rekomdasi sklh tersebut tapi susah banget dpt rapid swab di daerah tersebut sedangkan oreantasi bln juli apa bisa anak saya ke sini trimksh,0,1,0
sekolah belum dibuka anak pada libur karrna corona eh sama emak bapanye diajak belanja ke mall ke pasar naik motoran ditempat ramai ambyar ambyar,0,1,0
new normal membiarkan manusia mati dengan sendirinya ,0,0,1
kalo belum siap jangan dipaksa daripada nanti terjadi penularan ke anak ,0,1,0
gurunya libur eeh anak libur juga dong bapak nya di phk eeeh sekolahnya nagih bayaran hebat deeeh pokoknya ,0,1,0
anak gk faham social distancing maunya main bersama,0,1,0
